Name,Icon_Image,Photo_Image,House_Image,Animal,Gender,Personality,Hobby,Birthday,Catchphrase,Favorite_Song,Favorite_Saying
Piper,https://acnhcdn.com/latest/NpcIcon/brd05.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlBrd05.png,https://acnhcdn.com/drivesync/render/houses/brd05_38_Piper.png,Bird,Female,Peppy,Play,18-Apr,chickadee,K.K. Synth,"Where there's life, there's hope."
Pippy,https://acnhcdn.com/latest/NpcIcon/rbt06.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlRbt06.png,https://acnhcdn.com/drivesync/render/houses/rbt06_320_Pippy.png,Rabbit,Female,Peppy,Fashion,14-Jun,li'l hare,Drivin',Fake it till you make it.
Plucky,https://acnhcdn.com/latest/NpcIcon/chn10.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlChn10.png,https://acnhcdn.com/drivesync/render/houses/chn10_94_Plucky.png,Chicken,Female,Big Sister,Play,12-Oct,chicky-poo,K.K. Island,Keep your crumbs out of the bed.
Pompom,https://acnhcdn.com/latest/NpcIcon/duk05.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlDuk05.png,https://acnhcdn.com/drivesync/render/houses/duk05_138_Pompom.png,Duck,Female,Peppy,Music,11-Feb,rah rah,K.K. Soul,Happiness is a rainy day!
Poncho,https://acnhcdn.com/latest/NpcIcon/cbr02.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCbr02.png,https://acnhcdn.com/drivesync/render/houses/cbr02_76_Poncho.png,Cub,Male,Jock,Fitness,02-Jan,li'l bear,K.K. Blues,Fortune favors the brave!
Poppy,https://acnhcdn.com/latest/NpcIcon/squ15.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlSqu15.png,https://acnhcdn.com/drivesync/render/houses/squ15_366_Poppy.png,Squirrel,Female,Normal,Education,05-Aug,nutty,Forest Life,It's all about positive thinking!
Portia,https://acnhcdn.com/latest/NpcIcon/dog05.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlDog05.png,https://acnhcdn.com/drivesync/render/houses/dog05_123_Portia.png,Dog,Female,Snooty,Fashion,25-Oct,ruffian,K.K. Disco,Charity begins at home.
Prince,https://acnhcdn.com/latest/NpcIcon/flg12.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlFlg12.png,https://acnhcdn.com/drivesync/render/houses/flg12_169_Prince.png,Frog,Male,Lazy,Play,21-Jul,burrup,Only Me,Catch more flies with honey than vinegar.
Puck,https://acnhcdn.com/latest/NpcIcon/pgn06.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlPgn06.png,https://acnhcdn.com/drivesync/render/houses/pgn06_293_Puck.png,Penguin,Male,Lazy,Fitness,21-Feb,brrrrrrrrr,K.K. March,A bad attitude will land you in the penalty box.
Puddles,https://acnhcdn.com/latest/NpcIcon/flg06.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlFlg06.png,https://acnhcdn.com/drivesync/render/houses/flg06_164_Puddles.png,Frog,Female,Peppy,Fashion,13-Jan,splish,K.K. Disco,Look before you leap.
Pudge,https://acnhcdn.com/latest/NpcIcon/cbr03.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCbr03.png,https://acnhcdn.com/drivesync/render/houses/cbr03_77_Pudge.png,Cub,Male,Lazy,Play,11-Jun,golly,K.K. Stroll,There's no such thing as a free lunch.
Punchy,https://acnhcdn.com/latest/NpcIcon/cat06.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCat06.png,https://acnhcdn.com/drivesync/render/houses/cat06_389_Punchy.png,Cat,Male,Lazy,Play,11-Apr,mrmpht,Forest Life,There's always more fish in the sea!
Purrl,https://acnhcdn.com/latest/NpcIcon/cat07.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCat07.png,https://acnhcdn.com/drivesync/render/houses/cat07_58_Purrl.png,Cat,Female,Snooty,Fashion,29-May,kitten,K.K. Chorale,Let them drink cream.
Queenie,https://acnhcdn.com/latest/NpcIcon/ost00.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlOst00.png,https://acnhcdn.com/drivesync/render/houses/ost00_268_Queenie.png,Ostrich,Female,Snooty,Fashion,13-Nov,chicken,K.K. Gumbo,You never get a second chance to make a first impression.
Quillson,https://acnhcdn.com/latest/NpcIcon/duk17.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlDuk17.png,https://acnhcdn.com/drivesync/render/houses/duk17_147_Quillson.png,Duck,Male,Smug,Music,22-Dec,ridukulous,K.K. Groove,There is beauty in everything.
Raddle,https://acnhcdn.com/latest/NpcIcon/flg15.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlFlg15.png,https://acnhcdn.com/drivesync/render/houses/flg15_171_Raddle.png,Frog,Male,Lazy,Nature,06-Jun,aaach—,Mr. K.K.,A healthy mind makes for a healthy body.
Rasher,https://acnhcdn.com/latest/NpcIcon/pig02.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlPig02.png,https://acnhcdn.com/drivesync/render/houses/pig02_301_Rasher.png,Pig,Male,Cranky,Music,07-Apr,swine,K.K. Rockabilly,Don't judge a book by its cover.
Raymond,https://acnhcdn.com/latest/NpcIcon/cat23.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCat23.png,https://acnhcdn.com/drivesync/render/houses/cat23_73_Raymond.png,Cat,Male,Smug,Nature,01-Oct,crisp,K.K. Cruisin',Stay on brand!
Renée,https://acnhcdn.com/latest/NpcIcon/rhn08.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlRhn08.png,https://acnhcdn.com/drivesync/render/houses/rhn08_339_Ren�e.png,Rhino,Female,Big Sister,Music,28-May,yo yo yo,Surfin' K.K.,Reckless youth makes rueful age.
Reneigh,https://acnhcdn.com/latest/NpcIcon/hrs16.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlHrs16.png,https://acnhcdn.com/drivesync/render/houses/hrs16_219_Reneigh.png,Horse,Female,Big Sister,Play,04-Jun,ayup yup,K.K. Synth,"You can only be you, so be the best you that you can be."
Rex,https://acnhcdn.com/latest/NpcIcon/lon02.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlLon02.png,https://acnhcdn.com/drivesync/render/houses/lon02_238_Rex.png,Lion,Male,Lazy,Nature,24-Jul,cool cat,Wandering,"Three wrongs don't make a right, but three rights make a left."
Rhonda,https://acnhcdn.com/latest/NpcIcon/rhn01.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlRhn01.png,https://acnhcdn.com/drivesync/render/houses/rhn01_335_Rhonda.png,Rhino,Female,Normal,Music,24-Jan,bigfoot,K.K. Ballad,Don't look down your nose at people!
Ribbot,https://acnhcdn.com/latest/NpcIcon/flg01.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlFlg01.png,https://acnhcdn.com/drivesync/render/houses/flg01_160_Ribbot.png,Frog,Male,Jock,Fitness,13-Feb,zzrrbbitt,K.K. Technopop,"Never rest, never rust."
Ricky,https://acnhcdn.com/latest/NpcIcon/squ10.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlSqu10.png,https://acnhcdn.com/drivesync/render/houses/squ10_362_Ricky.png,Squirrel,Male,Cranky,Education,14-Sep,nutcase,K.K. Safari,You gotta break a few shells to get to the nut.
Rizzo,https://acnhcdn.com/latest/NpcIcon/mus09.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlMus09.png,https://acnhcdn.com/drivesync/render/houses/mus09_257_Rizzo.png,Mouse,Male,Cranky,Education,17-Jan,squee,K.K. Folk,Evil lurks everywhere.
Roald,https://acnhcdn.com/latest/NpcIcon/pgn01.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlPgn01.png,https://acnhcdn.com/drivesync/render/houses/pgn01_288_Roald.png,Penguin,Male,Jock,Fitness,05-Jan,b-b-buddy,K.K. March,You must learn to waddle before you can swim.
Robin,https://acnhcdn.com/latest/NpcIcon/brd01.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlBrd01.png,https://acnhcdn.com/drivesync/render/houses/brd01_34_Robin.png,Bird,Female,Snooty,Fashion,04-Dec,la-di-da,K.K. Cruisin',Always keep your wings manicured so you can fly away.
Rocco,https://acnhcdn.com/latest/NpcIcon/hip00.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlHip00.png,https://acnhcdn.com/drivesync/render/houses/hip00_200_Rocco.png,Hippo,Male,Cranky,Education,18-Aug,hippie,K.K. Lament,The only thing to fear is fear itself... and wasps!
Rocket,https://acnhcdn.com/latest/NpcIcon/gor09.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlGor09.png,https://acnhcdn.com/drivesync/render/houses/gor09_191_Rocket.png,Gorilla,Female,Big Sister,Fitness,14-Apr,vroom,K.K. Adventure,Art feeds the soul. So does pizza.
Rod,https://acnhcdn.com/latest/NpcIcon/mus05.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlMus05.png,https://acnhcdn.com/drivesync/render/houses/mus05_255_Rod.png,Mouse,Male,Jock,Fitness,14-Aug,ace,K.K. March,"If you can't beat 'em, work harder."
Rodeo,https://acnhcdn.com/latest/NpcIcon/bul01.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlBul01.png,https://acnhcdn.com/drivesync/render/houses/bul01_47_Rodeo.png,Bull,Male,Lazy,Fitness,29-Oct,chaps,K.K. Technopop,Zzzzzzzzzzzzzzzzz...
Rodney,https://acnhcdn.com/latest/NpcIcon/ham03.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlHam03.png,https://acnhcdn.com/drivesync/render/houses/ham03_196_Rodney.png,Hamster,Male,Smug,Music,10-Nov,le ham,K.K. Rockabilly,Everything is temporary.
Rolf,https://acnhcdn.com/latest/NpcIcon/tig00.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlTig00.png,https://acnhcdn.com/drivesync/render/houses/tig00_370_Rolf.png,Tiger,Male,Cranky,Fitness,22-Aug,grrrolf,K.K. Condor,Don't skip lunch. Ever.
Rooney,https://acnhcdn.com/latest/NpcIcon/kgr09.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlKgr09.png,https://acnhcdn.com/drivesync/render/houses/kgr09_234_Rooney.png,Kangaroo,Male,Cranky,Fitness,01-Dec,punches,K.K. Adventure,Bob and weave! Bob and weave!
Rory,https://acnhcdn.com/latest/NpcIcon/lon07.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlLon07.png,https://acnhcdn.com/drivesync/render/houses/lon07_241_Rory.png,Lion,Male,Jock,Music,07-Aug,capital,K.K. Faire,Set 'em up and knock 'em down.
Roscoe,https://acnhcdn.com/latest/NpcIcon/hrs04.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlHrs04.png,https://acnhcdn.com/drivesync/render/houses/hrs04_210_Roscoe.png,Horse,Male,Cranky,Music,16-Jun,nay,K.K. D&B,Trouble rides a fast horse.
Rosie,https://acnhcdn.com/latest/NpcIcon/cat02.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCat02.png,https://acnhcdn.com/drivesync/render/houses/cat02_54_Rosie.png,Cat,Female,Peppy,Music,27-Feb,silly,Bubblegum K.K.,One good purr deserves another.
Rowan,https://acnhcdn.com/latest/NpcIcon/tig01.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlTig01.png,https://acnhcdn.com/drivesync/render/houses/tig01_371_Rowan.png,Tiger,Male,Jock,Fitness,26-Aug,mango,Surfin' K.K.,Refuse to lose.
Ruby,https://acnhcdn.com/latest/NpcIcon/rbt09.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlRbt09.png,https://acnhcdn.com/drivesync/render/houses/rbt09_323_Ruby.png,Rabbit,Female,Peppy,Nature,25-Dec,li'l ears,Stale Cupcakes,You can always take the red-eye.
Rudy,https://acnhcdn.com/latest/NpcIcon/cat20.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCat20.png,https://acnhcdn.com/drivesync/render/houses/cat20_71_Rudy.png,Cat,Male,Jock,Play,20-Dec,mush,K.K. Blues,Always land on your feet!
Sally,https://acnhcdn.com/latest/NpcIcon/squ07.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlSqu07.png,https://acnhcdn.com/drivesync/render/houses/squ07_359_Sally.png,Squirrel,Female,Normal,Music,19-Jun,nutmeg,Only Me,Even the smallest acorn may grow into the tallest tree.
Samson,https://acnhcdn.com/latest/NpcIcon/mus04.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlMus04.png,https://acnhcdn.com/drivesync/render/houses/mus04_254_Samson.png,Mouse,Male,Jock,Fitness,05-Jul,pipsqueak,Rockin' K.K.,Squeak softly and carry a big stick.
Sandy,https://acnhcdn.com/latest/NpcIcon/ost02.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlOst02.png,https://acnhcdn.com/drivesync/render/houses/ost02_270_Sandy.png,Ostrich,Female,Normal,Nature,21-Oct,speedy,K.K. Soul,Soaring through the sky takes more than a pair of wings.
Savannah,https://acnhcdn.com/latest/NpcIcon/hrs02.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlHrs02.png,https://acnhcdn.com/drivesync/render/houses/hrs02_208_Savannah.png,Horse,Female,Normal,Music,25-Jan,y'all,Forest Life,Keep your chin up!
Scoot,https://acnhcdn.com/latest/NpcIcon/duk10.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlDuk10.png,https://acnhcdn.com/drivesync/render/houses/duk10_3_Scoot.png,Duck,Male,Jock,Fitness,13-Jun,zip zoom,My Place,"Some birds avoid the water, ducks look for it."
Shari,https://acnhcdn.com/latest/NpcIcon/mnk07.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlMnk07.png,https://acnhcdn.com/drivesync/render/houses/mnk07_248_Shari.png,Monkey,Female,Big Sister,Music,10-Apr,cheeky,K.K. Cruisin',A good start leads to a good end.
Sheldon,https://acnhcdn.com/latest/NpcIcon/squ16.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlSqu16.png,https://acnhcdn.com/drivesync/render/houses/squ16_367_Sheldon.png,Squirrel,Male,Jock,Play,26-Feb,cardio,K.K. Country,"Winners don't quit, and quitters never win."
Shep,https://acnhcdn.com/latest/NpcIcon/dog18.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlDog18.png,https://acnhcdn.com/drivesync/render/houses/dog18_132_Shep.png,Dog,Male,Smug,Education,24-Nov,baa baa baa,K.K. Swing,Even dogs won't get in the middle of true love.
Sherb,https://acnhcdn.com/latest/NpcIcon/goa09.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlGoa09.png,https://acnhcdn.com/drivesync/render/houses/goa09_183_Sherb.png,Goat,Male,Lazy,Nature,18-Jan,bawwww,Hypno K.K.,Forty winks is never enough.
Simon,https://acnhcdn.com/latest/NpcIcon/mnk02.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlMnk02.png,https://acnhcdn.com/drivesync/render/houses/mnk02_9_Simon.png,Monkey,Male,Lazy,Play,19-Jan,zzzook,K.K. Safari,Friends go together like peanut butter and bananas.
Skye,https://acnhcdn.com/latest/NpcIcon/wol09.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlWol09.png,https://acnhcdn.com/drivesync/render/houses/wol09_385_Skye.png,Wolf,Female,Normal,Music,24-Mar,airmail,Forest Life,Love makes the world go 'round.
Sly,https://acnhcdn.com/latest/NpcIcon/crd06.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCrd06.png,https://acnhcdn.com/drivesync/render/houses/crd06_106_Sly.png,Alligator,Male,Jock,Play,15-Nov,hoo-rah,K.K. Safari,Don't bite off more than you can chew.
Snake,https://acnhcdn.com/latest/NpcIcon/rbt03.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlRbt03.png,https://acnhcdn.com/drivesync/render/houses/rbt03_317_Snake.png,Rabbit,Male,Jock,Fitness,03-Nov,bunyip,King K.K.,A good ninja is neither seen nor heard.
Snooty,https://acnhcdn.com/latest/NpcIcon/ant06.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlAnt06.png,https://acnhcdn.com/drivesync/render/houses/ant06_16_Snooty.png,Anteater,Female,Snooty,Education,24-Oct,sniffff,K.K. Folk,"Request forgiveness, not permission."
Soleil,https://acnhcdn.com/latest/NpcIcon/ham04.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlHam04.png,https://acnhcdn.com/drivesync/render/houses/ham04_5_Soleil.png,Hamster,Female,Snooty,Education,09-Aug,tarnation,K.K. Oasis,Sometimes dreams are merely dreams.
Sparro,https://acnhcdn.com/latest/NpcIcon/brd18.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlBrd18.png,https://acnhcdn.com/drivesync/render/houses/brd18_45_Sparro.png,Bird,Male,Jock,Play,20-Nov,like whoa,I Love You,The proof of the pudding is in the eating.
Spike,https://acnhcdn.com/latest/NpcIcon/rhn02.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlRhn02.png,https://acnhcdn.com/drivesync/render/houses/rhn02_336_Spike.png,Rhino,Male,Cranky,Nature,17-Jun,punk,K.K. House,Keep your eye on the ball.
Spork,https://acnhcdn.com/latest/NpcIcon/pig05.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlPig05.png,https://acnhcdn.com/drivesync/render/houses/pig05_304_Crackle.png,Pig,Male,Lazy,Play,03-Sep,snork,Forest Life,It's never too late for a snack.
Sprinkle,https://acnhcdn.com/latest/NpcIcon/pgn14.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlPgn14.png,https://acnhcdn.com/drivesync/render/houses/pgn14_299_Sprinkle.png,Penguin,Female,Peppy,Play,20-Feb,frappe,K.K. Marathon,Frosting is just the icing on the cake.
Sprocket,https://acnhcdn.com/latest/NpcIcon/ost03.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlOst03.png,https://acnhcdn.com/drivesync/render/houses/ost03_271_Sprocket.png,Ostrich,Male,Jock,Music,01-Dec,zort,K.K. Metal,Strike while the iron is hot.
Static,https://acnhcdn.com/latest/NpcIcon/squ08.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlSqu08.png,https://acnhcdn.com/drivesync/render/houses/squ08_360_Static.png,Squirrel,Male,Cranky,Music,09-Jul,krzzt,Surfin' K.K.,Lightning never strikes twice.
Stella,https://acnhcdn.com/latest/NpcIcon/shp03.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlShp03.png,https://acnhcdn.com/drivesync/render/houses/shp03_11_Stella.png,Sheep,Female,Normal,Nature,09-Apr,baa-dabing,Only Me,100% Natural Fiber.
Sterling,https://acnhcdn.com/latest/NpcIcon/pbr07.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlPbr07.png,https://acnhcdn.com/drivesync/render/houses/pbr07_284_Sterling.png,Eagle,Male,Jock,Fitness,11-Dec,skraaaaw,K.K. Dirge,Discretion is the better part of valor.
Stinky,https://acnhcdn.com/latest/NpcIcon/cat13.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCat13.png,https://acnhcdn.com/drivesync/render/houses/cat13_64_Stinky.png,Cat,Male,Jock,Fitness,17-Aug,GAAHHH,K.K. Flamenco,"If the mask fits, wear it!"
Stitches,https://acnhcdn.com/latest/NpcIcon/cbr05.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCbr05.png,https://acnhcdn.com/drivesync/render/houses/cbr05_79_Stitches.png,Cub,Male,Lazy,Play,10-Feb,stuffin',I Love You,A stitch in time saves nine.
Stu,https://acnhcdn.com/latest/NpcIcon/bul03.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlBul03.png,https://acnhcdn.com/drivesync/render/houses/bul03_48_Stu.png,Bull,Male,Lazy,Nature,20-Apr,mrooooo,K.K. Rockabilly,"As a cow grows, so do its nostrils."
Sydney,https://acnhcdn.com/latest/NpcIcon/kal03.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlKal03.png,https://acnhcdn.com/drivesync/render/houses/kal03_8_Sydney.png,Koala,Female,Normal,Music,21-Jun,sunshine,Drivin',Sail wherever the wind takes you.
Sylvana,https://acnhcdn.com/latest/NpcIcon/squ14.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlSqu14.png,https://acnhcdn.com/drivesync/render/houses/squ14_365_Sylvana.png,Squirrel,Female,Normal,Nature,22-Oct,hubbub,Spring Blossoms,Remember to see the forest between the trees.
Sylvia,https://acnhcdn.com/latest/NpcIcon/kgr06.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlKgr06.png,https://acnhcdn.com/drivesync/render/houses/kgr06_232_Sylvia.png,Kangaroo,Female,Big Sister,Music,03-May,boing,DJ K.K.,Hop first; ask questions later.
T-Bone,https://acnhcdn.com/latest/NpcIcon/bul05.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlBul05.png,https://acnhcdn.com/drivesync/render/houses/bul05_49_T-Bone.png,Bull,Male,Cranky,Education,20-May,moocher,K.K. Steppe,Don't have a cow.
Tabby,https://acnhcdn.com/latest/NpcIcon/cat12.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCat12.png,https://acnhcdn.com/drivesync/render/houses/cat12_63_Tabby.png,Cat,Female,Peppy,Music,13-Aug,me-WOW,DJ K.K.,You can never have too much of a good thing!
Tad,https://acnhcdn.com/latest/NpcIcon/flg09.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlFlg09.png,https://acnhcdn.com/drivesync/render/houses/flg09_166_Tad.png,Frog,Male,Jock,Play,03-Aug,sluuuurp,Wandering,Take a leap!
Tammi,https://acnhcdn.com/latest/NpcIcon/mnk03.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlMnk03.png,https://acnhcdn.com/drivesync/render/houses/mnk03_244_Tammi.png,Monkey,Female,Peppy,Fashion,02-Apr,chimpy,Imperial K.K.,Always be down to monkey around!
Tammy,https://acnhcdn.com/latest/NpcIcon/cbr17.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCbr17.png,https://acnhcdn.com/drivesync/render/houses/cbr17_87_Tammy.png,Cub,Female,Big Sister,Play,23-Jun,ya heard,DJ K.K.,"If a job is worth doing, do it right!"
Tangy,https://acnhcdn.com/latest/NpcIcon/cat05.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCat05.png,https://acnhcdn.com/drivesync/render/houses/cat05_57_Tangy.png,Cat,Female,Peppy,Music,17-Jun,reeeeOWR,I Love You,"When life gives you lemons, make lemonade!"
Tank,https://acnhcdn.com/latest/NpcIcon/rhn00.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlRhn00.png,https://acnhcdn.com/drivesync/render/houses/rhn00_334_Tank.png,Rhino,Male,Jock,Fitness,06-May,kerPOW,K.K. Lament,Remember to keep your core muscles engaged!
Tasha,https://acnhcdn.com/latest/NpcIcon/squ13.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlSqu13.png,https://acnhcdn.com/drivesync/render/houses/squ13_364_Tasha.png,Squirrel,Female,Snooty,Fitness,30-Nov,nice nice,K.K. Synth,There's no such thing as a safe secret.
Teddy,https://acnhcdn.com/latest/NpcIcon/bea00.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlBea00.png,https://acnhcdn.com/drivesync/render/houses/bea00_19_Teddy.png,Bear,Male,Jock,Fitness,26-Sep,grooof,Mr. K.K.,"No pain, no gain!"
Tex,https://acnhcdn.com/latest/NpcIcon/pgn12.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlPgn12.png,https://acnhcdn.com/drivesync/render/houses/pgn12_297_Tex.png,Penguin,Male,Smug,Music,06-Oct,picante,K.K. D&B,Rules were made to be broken.
Tia,https://acnhcdn.com/latest/NpcIcon/elp10.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlElp10.png,https://acnhcdn.com/drivesync/render/houses/elp10_157_Tia.png,Elephant,Female,Normal,Nature,18-Nov,teacup,K.K. Bossa,Tea is a cup of life.
Tiffany,https://acnhcdn.com/latest/NpcIcon/rbt07.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlRbt07.png,https://acnhcdn.com/drivesync/render/houses/rbt07_321_Tiffany.png,Rabbit,Female,Snooty,Fashion,09-Jan,bunbun,K.K. Ragtime,What is cheap is most costly.
Timbra,https://acnhcdn.com/latest/NpcIcon/shp10.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlShp10.png,https://acnhcdn.com/drivesync/render/houses/shp10_347_Timbra.png,Sheep,Female,Snooty,Education,21-Oct,pine nut,K.K. Love Song,Don't pine for the past.
Tipper,https://acnhcdn.com/latest/NpcIcon/cow01.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCow01.png,https://acnhcdn.com/drivesync/render/houses/cow01_99_Tipper.png,Cow,Female,Snooty,Fashion,25-Aug,pushy,Soulful K.K.,It takes two to tango.
Tom,https://acnhcdn.com/latest/NpcIcon/cat15.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCat15.png,https://acnhcdn.com/drivesync/render/houses/cat15_66_Tom.png,Cat,Male,Cranky,Education,10-Dec,me-YOWZA,K.K. Rock,There's no use crying over spilled milk.
Truffles,https://acnhcdn.com/latest/NpcIcon/pig01.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlPig01.png,https://acnhcdn.com/drivesync/render/houses/pig01_10_Truffles.png,Pig,Female,Peppy,Fashion,28-Jul,snoutie,Neapolitan,The best things in life are free.
Tucker,https://acnhcdn.com/latest/NpcIcon/elp09.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlElp09.png,https://acnhcdn.com/drivesync/render/houses/elp09_156_Tucker.png,Elephant,Male,Lazy,Nature,07-Sep,fuzzers,K.K. Safari,Time makes fossils of us all.
Tutu,https://acnhcdn.com/latest/NpcIcon/bea07.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlBea07.png,https://acnhcdn.com/drivesync/render/houses/bea07_24_Tutu.png,Bear,Female,Peppy,Fashion,15-Sep,twinkles,Bubblegum K.K.,Even the best of friends start out as strangers.
Twiggy,https://acnhcdn.com/latest/NpcIcon/brd03.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlBrd03.png,https://acnhcdn.com/drivesync/render/houses/brd03_36_Twiggy.png,Bird,Female,Peppy,Fashion,13-Jul,cheepers,Bubblegum K.K.,It's the early bird that catches the worm!
Tybalt,https://acnhcdn.com/latest/NpcIcon/tig02.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlTig02.png,https://acnhcdn.com/drivesync/render/houses/tig02_372_Tybalt.png,Tiger,Male,Jock,Play,19-Aug,grrrRAH,K.K. Groove,There's no excuse for half-baked potatoes.
Ursala,https://acnhcdn.com/latest/NpcIcon/bea08.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlBea08.png,https://acnhcdn.com/drivesync/render/houses/bea08_25_Ursala.png,Bear,Female,Big Sister,Music,16-Jan,grooomph,Café K.K.,Surround yourself with things you love.
Velma,https://acnhcdn.com/latest/NpcIcon/goa06.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlGoa06.png,https://acnhcdn.com/drivesync/render/houses/goa06_180_Velma.png,Goat,Female,Snooty,Education,14-Jan,blih,Mr. K.K.,"Work smarter, not harder."
Vesta,https://acnhcdn.com/latest/NpcIcon/shp00.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlShp00.png,https://acnhcdn.com/drivesync/render/houses/shp00_340_Vesta.png,Sheep,Female,Normal,Fashion,16-Apr,baaaffo,Forest Life,No sweater off my back.
Vic,https://acnhcdn.com/latest/NpcIcon/bul08.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlBul08.png,https://acnhcdn.com/drivesync/render/houses/bul08_51_Vic.png,Bull,Male,Cranky,Fitness,29-Dec,cud,K.K. March,"You mess with the bull, you get the horns."
